C_perc,H_perc,N_perc,O_perc,S_perc
27.9,12.5,52.54,6.81,0.24
27.2,13.22,53.03,6.31,0.24
26.86,12.64,52.96,7.24,0.3
26.87,12.49,53.05,7.28,0.31
27.08,12.33,53.82,6.66,0.11
26.81,12.2,53.51,7.12,0.36
27.44,12.35,53.37,6.31,0.53
26.67,13.05,52.76,7.24,0.29
27.17,12.74,53.1,6.75,0.24
26.27,13.23,53.04,7.17,0.28
27.98,12.26,53.07,6.55,0.13
27.51,12.22,54.15,6.02,0.11
26.73,12.72,52.95,7.45,0.16
26.86,12.41,53.38,7.14,0.21
27.24,12.62,52.55,7.27,0.31
27.88,12.18,52.99,6.65,0.29
28.13,12.28,52.73,6.68,0.18
28.39,11.26,53.64,6.42,0.29
27.85,11.84,53.63,6.33,0.35
28.53,11.59,52.81,6.91,0.16
26.89,12.49,53.68,6.55,0.38
26.6,12.99,53.27,7.06,0.07
27.52,12.44,53.17,6.43,0.44
28.29,11.99,52.65,6.63,0.44
26.75,12.73,53.55,6.8,0.18
26.97,12.41,52.87,7.5,0.23
26.78,12.98,53.24,6.88,0.12
28.03,12.11,52.64,7.12,0.11
28.09,12.04,52.81,6.72,0.34
27.3,12.9,52.74,6.83,0.24
26.95,12.56,53.04,7.16,0.3
26.72,13.2,53.04,6.88,0.16
27.08,12.94,52.84,6.74,0.4
26.55,12.98,53.35,6.96,0.16
28.12,11.85,53.61,6.28,0.13
27.0,12.55,53.48,6.59,0.37
26.51,12.82,53.56,6.81,0.3
26.33,13.42,52.63,7.37,0.26
26.5,12.37,53.03,7.88,0.22
25.55,13.93,52.27,7.8,0.45
27.58,12.19,53.14,6.73,0.35
25.81,14.21,53.06,6.6,0.32
27.57,11.74,54.43,6.08,0.18
27.29,12.78,52.95,6.74,0.25
27.35,12.35,53.36,6.53,0.4
26.76,13.3,52.64,7.06,0.24
27.28,12.48,53.26,6.66,0.32
26.95,12.61,53.84,6.49,0.1
27.23,13.05,52.58,6.9,0.24
26.13,14.04,52.56,7.12,0.15
26.97,13.21,52.58,6.97,0.26
27.41,12.81,52.99,6.34,0.46
26.99,12.17,53.75,6.85,0.25
27.12,12.8,53.18,6.62,0.28
26.8,12.61,53.15,7.24,0.2
27.71,12.7,52.56,6.74,0.28
26.59,13.15,52.74,7.35,0.17
27.38,12.57,52.78,7.0,0.27
26.72,13.06,52.83,7.08,0.31
27.02,13.26,52.68,6.62,0.42
28.51,11.97,52.86,6.5,0.16
26.76,12.61,53.14,7.19,0.29
26.98,13.22,52.8,6.89,0.12
27.28,12.49,53.55,6.45,0.23
27.49,12.64,52.66,6.91,0.3
27.67,12.26,53.2,6.64,0.23
27.08,13.3,52.69,6.61,0.32
26.56,12.62,53.43,7.09,0.3
26.86,12.89,52.76,7.27,0.22
27.3,12.69,53.23,6.48,0.31
27.13,13.06,52.84,6.81,0.16
27.09,13.01,52.51,7.2,0.18
27.26,12.2,54.17,6.18,0.18
26.66,13.21,52.89,7.02,0.22
26.56,12.59,53.36,7.23,0.26
27.16,12.58,52.9,6.94,0.42
27.55,12.37,52.6,7.16,0.32
27.67,12.68,52.29,6.91,0.44
27.53,12.63,53.3,6.33,0.21
26.83,13.3,52.13,7.45,0.28
26.26,13.87,52.58,7.06,0.23
26.53,13.24,53.2,6.87,0.15
27.69,12.23,53.31,6.61,0.17
26.36,12.89,53.28,7.1,0.36
26.32,13.43,52.71,7.37,0.18
26.7,13.43,53.29,6.25,0.33
27.24,13.04,52.59,6.92,0.2
27.37,12.55,53.06,6.75,0.26
27.82,12.51,52.88,6.56,0.23
26.83,13.79,52.91,6.02,0.45
26.83,13.02,52.75,7.15,0.24
27.65,11.99,54.03,6.1,0.22
27.98,12.27,52.97,6.49,0.29
27.71,12.63,52.42,7.07,0.16
27.09,13.13,52.32,7.12,0.34
27.08,12.46,52.96,7.21,0.29
27.45,12.52,52.88,6.79,0.36
27.31,12.25,53.43,6.69,0.32
27.07,12.93,52.9,6.76,0.33
26.83,12.54,53.25,7.1,0.29
27.24,12.36,53.21,6.81,0.38
27.52,12.45,52.94,6.94,0.15
26.65,13.29,53.41,6.54,0.11
27.23,12.67,53.04,6.82,0.24
26.46,14.38,51.91,7.16,0.09
26.65,13.38,52.65,7.1,0.23
27.36,12.42,52.73,7.21,0.28
27.16,12.64,53.16,6.69,0.34
26.85,12.84,53.29,6.73,0.29
27.54,11.91,54.05,6.41,0.09
27.8,12.54,52.75,6.57,0.34
27.44,12.25,53.17,6.74,0.4
26.67,13.3,52.16,7.44,0.43
27.28,12.88,52.58,6.87,0.39
27.41,12.24,53.46,6.52,0.36
27.29,12.72,52.72,7.01,0.26
27.74,12.06,53.1,6.93,0.16
27.06,12.83,52.96,6.89,0.25
28.25,11.49,54.11,5.98,0.17
27.45,12.63,52.9,6.76,0.27
26.46,14.1,52.09,7.23,0.14
27.11,13.06,52.64,6.93,0.25
27.34,12.63,53.0,6.74,0.29
26.24,13.12,53.63,6.82,0.2
28.46,11.36,53.89,6.11,0.18
27.32,12.55,53.37,6.43,0.33
27.54,13.39,52.21,6.73,0.13
26.61,13.19,52.69,7.24,0.28
27.4,12.72,52.57,7.02,0.3
28.42,11.96,52.77,6.64,0.21
27.07,13.14,52.59,6.94,0.26
27.11,13.06,52.61,6.97,0.25
26.74,12.85,53.03,7.03,0.35
27.1,12.66,52.89,7.05,0.31
27.69,12.1,53.26,6.73,0.23
29.02,11.45,53.28,6.05,0.19
26.82,12.13,54.17,6.64,0.24
27.1,12.77,53.26,6.62,0.26
27.05,13.32,51.98,7.35,0.3
27.37,12.79,52.97,6.57,0.3
27.06,12.87,52.71,7.11,0.24
27.79,12.52,52.62,6.68,0.39
27.1,13.18,52.65,6.92,0.14
26.25,12.75,54.03,6.65,0.31
27.46,11.87,54.35,6.17,0.16
26.82,12.66,53.28,7.07,0.17
27.57,12.19,53.95,6.18,0.11
27.32,12.8,52.88,6.83,0.17
27.35,12.97,52.61,6.69,0.38
26.87,13.2,52.72,6.96,0.26
27.4,12.31,52.91,6.98,0.4
27.78,12.33,53.34,6.44,0.11
27.76,12.47,52.93,6.59,0.25
27.73,12.65,52.8,6.69,0.14
27.31,12.21,53.13,7.1,0.25
28.0,12.27,52.68,6.84,0.22
26.95,12.59,53.6,6.54,0.32
27.23,12.78,52.8,7.08,0.11
27.65,12.26,53.23,6.54,0.31
27.31,12.39,53.95,6.11,0.25
27.16,12.56,53.58,6.43,0.27
27.17,12.92,52.68,6.96,0.27
27.58,13.11,52.45,6.71,0.15
27.77,12.22,53.11,6.65,0.25
27.49,12.67,52.68,6.71,0.46
27.31,12.48,53.06,6.9,0.24
26.81,13.01,52.67,7.21,0.29
28.03,11.49,54.13,6.16,0.18
26.78,13.28,52.47,7.32,0.15
27.76,12.57,52.6,6.87,0.2
27.25,12.49,52.96,7.08,0.23
27.42,12.72,52.87,6.77,0.22
27.83,11.63,53.82,6.47,0.25
27.07,12.85,53.18,6.48,0.41
26.93,12.45,53.45,6.86,0.3
26.84,13.23,52.76,6.97,0.2
26.26,13.55,52.47,7.5,0.22
27.34,12.86,52.81,6.68,0.31
27.08,12.97,52.91,6.84,0.2
28.57,11.48,53.6,6.24,0.12
27.16,13.11,52.68,6.87,0.18
28.14,12.24,52.82,6.46,0.33
26.71,12.64,53.83,6.37,0.44
27.16,12.38,53.34,6.87,0.25
27.39,12.2,53.26,6.78,0.37
28.0,12.07,52.5,6.98,0.46
28.19,12.19,52.81,6.66,0.15
27.69,12.48,52.95,6.66,0.22
27.05,12.64,53.32,6.75,0.23
27.24,13.05,52.71,6.76,0.24
28.24,11.88,53.49,6.23,0.16
27.47,12.21,53.84,6.21,0.27
27.33,13.17,52.81,6.57,0.12
27.96,12.53,52.41,6.9,0.21
27.04,12.35,53.53,6.79,0.28
27.82,12.12,53.17,6.7,0.19
26.86,12.59,53.13,7.06,0.36
27.23,12.43,53.44,6.62,0.27
27.68,12.55,52.93,6.63,0.22
27.22,12.35,53.41,6.53,0.49
28.06,11.96,53.64,6.18,0.16
27.01,13.2,52.86,6.79,0.13
26.76,12.81,52.67,7.45,0.31
26.42,13.31,52.76,7.26,0.25
26.62,12.7,53.9,6.55,0.23
27.45,11.84,53.47,6.89,0.34
26.74,12.96,53.29,6.62,0.4
27.42,12.69,53.12,6.59,0.18
28.13,12.29,52.4,6.92,0.26
27.22,12.72,53.06,6.74,0.27
27.51,12.79,52.89,6.66,0.15
27.4,12.69,52.76,6.87,0.29
24.72,15.09,52.33,7.59,0.27
27.15,12.76,53.19,6.69,0.21
27.51,12.56,52.91,6.89,0.13
27.35,13.04,52.6,6.64,0.37
26.57,12.69,52.85,7.69,0.2
27.59,12.14,53.82,6.33,0.12
27.4,12.78,52.66,6.95,0.2
27.45,12.29,53.22,6.48,0.56
27.66,11.69,54.3,6.22,0.13
25.93,13.78,52.27,7.8,0.22
27.53,12.67,52.6,6.88,0.32
26.39,13.11,53.09,7.05,0.36
27.03,12.08,54.02,6.64,0.23
27.08,12.57,52.87,7.06,0.41
26.71,12.77,53.11,7.23,0.18
26.89,12.61,53.02,7.24,0.24
26.91,13.02,52.54,7.18,0.36
26.6,13.58,52.67,6.69,0.47
26.39,12.87,53.47,7.02,0.26
27.63,12.54,52.75,6.85,0.23
26.75,12.66,53.46,7.03,0.1
27.17,12.71,53.14,6.72,0.25
26.69,12.98,52.64,7.46,0.23
27.78,12.67,52.62,6.73,0.2
27.11,12.58,53.37,6.69,0.24
26.97,12.76,53.03,6.98,0.26
27.13,12.58,53.62,6.5,0.18
27.6,11.84,53.54,6.75,0.27
26.77,13.23,52.56,7.14,0.3
27.1,12.6,53.19,6.9,0.22
27.25,12.61,52.85,7.15,0.14
27.68,12.75,52.54,6.87,0.16
26.89,12.76,53.0,7.09,0.26
26.93,12.96,52.6,7.33,0.18
26.98,12.28,53.6,6.93,0.21
27.49,12.7,52.88,6.65,0.28
26.54,14.38,52.22,6.68,0.17
26.54,12.97,53.0,7.33,0.16
27.32,12.68,53.07,6.77,0.16
27.14,12.24,53.41,6.81,0.4
27.65,12.04,54.11,6.03,0.18
27.33,12.9,52.05,7.4,0.31
26.33,14.04,52.32,7.14,0.16
27.39,12.79,52.86,6.77,0.19
27.28,11.3,54.94,6.28,0.19
28.04,12.64,52.92,6.19,0.21
26.0,13.2,54.0,6.56,0.24
26.74,12.96,53.21,6.95,0.14
26.73,12.86,53.36,6.71,0.34
27.37,12.57,52.87,6.85,0.34
27.21,12.68,53.17,6.68,0.26
26.7,13.09,52.79,7.21,0.22
26.97,12.98,52.75,7.07,0.23
26.97,12.76,53.37,6.53,0.37
26.19,11.8,54.73,6.98,0.31
27.03,12.4,52.77,7.52,0.29
26.11,13.66,52.07,7.83,0.33
27.15,12.23,53.47,6.9,0.25
27.1,12.45,53.51,6.79,0.14
27.01,12.37,52.99,7.06,0.57
27.28,12.55,53.02,6.78,0.37
27.41,12.44,53.92,6.02,0.22
27.39,12.49,53.36,6.57,0.19
26.9,13.18,52.79,6.85,0.27
26.97,12.84,52.92,7.03,0.24
26.44,13.41,53.17,6.7,0.29
28.24,12.17,53.09,6.19,0.31
27.26,12.21,53.5,6.59,0.43
26.87,13.1,52.8,7.0,0.23
27.34,12.28,53.37,6.74,0.28
27.75,12.26,53.1,6.33,0.56
27.16,12.03,54.31,6.24,0.26
26.88,12.88,52.99,6.96,0.28
27.7,12.28,53.12,6.59,0.31
26.81,12.88,53.0,7.04,0.28
27.53,12.45,53.07,6.6,0.36
27.0,12.63,53.31,6.7,0.36
27.43,12.35,53.14,6.72,0.37
26.68,12.37,53.31,7.41,0.23
26.71,12.91,53.48,6.73,0.16
27.73,12.66,52.88,6.59,0.15
27.43,12.96,52.23,7.11,0.27
27.33,12.86,52.9,6.67,0.25
26.28,12.81,53.6,7.04,0.27
26.2,12.83,54.0,6.91,0.07
27.6,12.14,53.18,6.9,0.18
27.65,12.3,52.91,6.81,0.33
26.98,12.93,52.77,7.06,0.26
27.69,13.25,52.54,6.28,0.23
26.74,13.2,52.64,7.19,0.22
27.6,12.19,52.78,7.15,0.28
27.61,13.04,52.45,6.7,0.19
27.24,12.65,53.07,6.84,0.19
27.31,12.45,53.18,6.68,0.38
27.41,12.35,53.51,6.39,0.33
26.9,12.95,52.82,7.02,0.31
27.31,12.91,52.76,6.7,0.33
27.65,12.57,52.73,6.85,0.2
26.82,13.12,52.76,6.71,0.58
26.9,13.31,52.54,7.05,0.19
27.27,12.74,53.06,6.74,0.19
26.85,12.98,52.93,6.98,0.25
27.43,12.36,53.12,6.79,0.3
27.22,12.7,53.11,6.66,0.31
26.99,12.85,52.68,7.27,0.22
27.71,12.46,52.67,6.9,0.26
26.43,13.28,53.24,6.83,0.23
27.03,12.56,53.71,6.48,0.22
27.13,12.27,53.71,6.71,0.18
27.26,12.66,52.92,6.99,0.17
26.96,12.43,52.94,7.36,0.31
27.28,12.31,53.41,6.66,0.34
26.82,12.72,53.24,6.88,0.34
27.23,12.66,53.52,6.29,0.3
26.52,12.76,53.02,7.33,0.37
27.73,12.21,52.99,6.76,0.31
28.78,11.34,52.89,6.71,0.27
26.66,12.77,53.1,7.19,0.28
27.55,12.98,52.66,6.58,0.23
27.98,12.09,52.94,6.71,0.28
26.84,12.91,53.36,6.6,0.29
27.17,12.64,52.7,7.13,0.37
26.87,13.08,52.85,6.95,0.25
27.14,12.39,52.76,7.37,0.35
26.77,12.78,53.3,6.71,0.44
28.13,12.36,52.87,6.47,0.18
26.76,12.98,53.03,7.02,0.2
27.6,12.7,52.48,6.98,0.23
26.72,12.61,53.99,6.43,0.25
28.44,12.05,52.99,6.29,0.22
26.85,12.91,53.28,6.74,0.22
27.62,12.82,52.04,7.22,0.3
28.58,11.51,53.66,6.06,0.19
27.02,12.37,53.34,7.06,0.2
28.87,11.72,52.76,6.49,0.16
27.81,12.56,52.8,6.51,0.32
26.86,12.57,53.53,6.67,0.37
27.09,13.08,52.78,6.87,0.19
26.61,12.89,53.13,7.17,0.2
27.24,12.88,52.41,7.24,0.23
26.13,13.65,52.88,7.21,0.14
26.75,13.17,52.73,7.12,0.23
27.0,12.47,53.61,6.78,0.14
26.95,12.11,53.68,6.88,0.37
27.64,12.23,53.73,6.26,0.13
26.84,12.41,53.21,7.09,0.45
27.17,12.79,53.1,6.69,0.26
27.8,12.34,52.72,6.81,0.34
26.63,13.6,52.66,6.94,0.16
27.5,12.67,52.98,6.63,0.22
26.4,13.1,53.26,6.94,0.29
26.96,12.8,52.93,7.02,0.29
26.9,13.28,52.86,6.77,0.18
27.64,12.27,53.16,6.73,0.2
27.39,12.5,52.91,6.97,0.23
26.57,12.6,52.93,7.57,0.32
26.94,12.45,54.17,6.17,0.27
27.33,12.88,52.76,6.76,0.27
27.36,12.6,53.29,6.57,0.18
27.3,12.71,53.15,6.66,0.18
27.25,12.4,53.4,6.47,0.49
27.15,12.89,52.83,6.9,0.22
26.85,13.76,51.96,7.31,0.12
26.97,12.35,54.01,6.28,0.4
26.71,13.07,53.06,6.9,0.27
27.09,12.47,53.93,6.34,0.18
26.98,13.09,52.77,6.93,0.23
26.55,13.46,52.26,7.39,0.34
26.71,13.36,52.59,7.11,0.23
27.59,12.97,52.62,6.57,0.25
27.06,13.1,52.6,7.07,0.17
27.37,12.83,52.61,6.99,0.2
27.6,12.53,53.12,6.58,0.17
26.55,12.81,53.21,7.24,0.19
26.5,12.91,53.74,6.6,0.25
26.58,12.82,52.89,7.4,0.32
28.23,11.66,53.67,6.24,0.21
26.88,13.16,52.94,6.87,0.16
26.73,13.03,52.83,7.01,0.4
27.12,12.73,53.15,6.61,0.4
26.73,12.36,53.27,7.33,0.31
26.92,12.4,53.48,6.92,0.28
27.04,12.89,53.03,6.78,0.27
28.28,12.03,53.16,6.35,0.17
26.48,13.01,53.33,6.92,0.26
27.58,12.19,53.35,6.68,0.2
26.84,12.97,53.31,6.63,0.25
27.88,12.26,52.97,6.71,0.18
27.77,12.22,53.08,6.72,0.22
27.22,12.62,52.79,7.14,0.23
26.43,13.15,52.95,7.13,0.34
28.17,12.02,53.07,6.51,0.24
27.26,12.26,53.28,6.9,0.3
27.49,13.02,52.26,7.02,0.21
27.09,13.16,52.56,6.99,0.19
27.03,12.8,53.13,6.76,0.29
26.76,12.7,53.16,6.99,0.39
27.03,12.25,53.17,7.39,0.16
27.53,11.34,53.22,7.68,0.23
27.34,11.98,54.37,6.07,0.25
26.99,13.04,52.61,7.16,0.2
27.48,12.46,52.85,7.05,0.16
27.3,12.77,53.15,6.56,0.22
26.57,13.11,53.05,7.07,0.2
27.43,12.51,53.17,6.7,0.19
26.81,13.33,52.45,7.22,0.19
28.01,12.01,53.87,5.87,0.24
27.4,12.71,52.83,6.57,0.49
26.86,12.74,52.94,7.22,0.24
27.33,12.82,53.2,6.52,0.13
27.97,12.38,52.41,7.02,0.22
25.9,13.55,53.08,7.2,0.27
27.39,12.48,52.88,6.9,0.35
26.85,12.77,53.16,7.01,0.21
27.22,12.14,53.65,6.85,0.13
27.22,12.42,53.0,7.07,0.29
27.4,12.49,53.05,6.81,0.26
26.78,12.36,53.3,7.32,0.25
27.24,13.09,52.78,6.66,0.23
27.34,13.08,52.43,7.03,0.12
27.01,12.98,52.49,7.21,0.31
26.65,13.32,52.61,7.23,0.19
27.04,13.38,52.02,7.19,0.38
26.59,13.77,51.95,7.46,0.23
27.05,12.63,52.93,7.14,0.25
27.57,11.82,54.03,6.3,0.28
27.3,13.14,52.6,6.72,0.24
27.04,13.17,52.53,7.02,0.23
26.62,12.73,53.42,7.08,0.15
27.07,12.55,53.43,6.61,0.34
27.87,12.27,52.63,7.03,0.2
26.87,13.03,53.14,6.69,0.26
27.16,12.41,53.11,7.02,0.3
27.7,12.67,52.52,6.65,0.45
26.6,12.71,53.35,7.02,0.33
26.89,12.88,53.07,6.94,0.22
27.1,12.96,52.91,6.74,0.3
27.0,13.03,52.9,6.88,0.2
27.53,12.36,53.25,6.34,0.52
27.48,12.74,52.91,6.55,0.33
27.15,12.65,53.32,6.6,0.28
27.13,12.95,53.22,6.48,0.23
27.03,12.45,53.0,7.22,0.29
27.02,12.88,52.44,7.31,0.35
27.87,11.84,53.06,6.91,0.32
26.89,12.29,53.47,7.06,0.28
26.66,13.46,52.33,7.3,0.26
26.92,13.33,52.82,6.55,0.39
26.81,13.1,52.9,6.94,0.26
27.06,12.73,52.86,7.12,0.23
27.47,12.61,52.94,6.77,0.23
27.93,12.08,53.76,6.03,0.2
27.26,12.92,52.98,6.53,0.31
27.53,12.98,52.88,6.43,0.18
27.46,13.01,52.54,6.73,0.26
26.78,12.99,53.08,6.94,0.2
28.07,12.02,53.02,6.58,0.3
26.99,12.89,53.17,6.67,0.29
27.45,12.5,53.08,6.66,0.31
27.11,12.17,53.21,7.2,0.32
27.11,12.7,53.38,6.58,0.23
27.02,12.75,53.37,6.44,0.42
27.04,12.91,53.24,6.66,0.15
26.91,12.66,53.47,6.76,0.2
26.57,13.09,52.64,7.45,0.25
26.93,12.68,52.97,7.17,0.24
27.14,12.14,53.36,7.03,0.33
26.58,13.07,52.35,7.75,0.24
26.65,12.79,53.28,6.89,0.4
27.7,11.52,54.37,6.33,0.09
26.98,12.92,53.2,6.8,0.11
26.36,13.2,53.13,7.1,0.21
27.8,12.46,52.62,6.83,0.3
27.91,12.24,53.6,5.97,0.29
26.7,13.24,53.02,6.81,0.22
27.01,12.65,52.72,7.24,0.38
27.53,11.75,54.1,6.43,0.19
26.91,12.76,53.01,6.91,0.41
27.39,12.69,52.85,6.95,0.13
26.93,12.66,53.43,6.81,0.16
26.89,12.69,53.17,6.91,0.34
26.83,13.21,52.83,6.9,0.23
27.03,12.9,52.73,7.17,0.17
27.2,12.61,53.34,6.63,0.22
26.87,13.17,52.48,7.26,0.22
26.84,13.0,52.53,7.33,0.3
26.66,12.87,53.16,6.99,0.33
27.32,12.38,53.45,6.53,0.32
26.33,12.96,52.97,7.5,0.24
26.78,13.06,53.18,6.73,0.25
26.53,13.01,53.29,6.93,0.24
27.28,12.69,53.22,6.6,0.21
26.83,13.18,52.61,7.16,0.23
27.0,12.89,52.99,6.94,0.18
26.45,12.77,53.77,6.71,0.31
27.02,13.02,52.6,7.17,0.2
28.35,12.16,52.71,6.54,0.24
26.8,12.83,53.14,6.9,0.34
26.31,13.32,53.05,7.11,0.22
27.01,12.46,53.32,6.9,0.31
26.4,13.05,52.69,7.54,0.31
26.61,12.9,52.81,7.43,0.24
27.65,12.59,52.77,6.69,0.31
27.56,12.85,52.33,6.99,0.27
27.94,12.43,53.08,6.38,0.17
26.14,13.55,52.84,7.24,0.24
26.71,12.73,53.11,7.23,0.22
26.97,12.56,52.95,7.08,0.44
25.07,13.42,54.52,6.69,0.29
27.15,12.3,52.86,7.31,0.38
27.04,12.48,53.22,6.82,0.44
26.75,12.59,54.11,6.43,0.12
27.49,12.43,53.03,6.69,0.37
27.86,12.28,52.76,6.86,0.24
26.11,12.75,53.42,7.55,0.17
27.03,12.33,53.24,7.1,0.3
27.02,12.95,52.76,7.06,0.22
26.83,12.81,53.06,7.0,0.31
27.56,12.44,52.74,7.06,0.2
26.61,13.37,53.11,6.62,0.29
27.61,12.72,52.58,6.9,0.19
27.1,13.07,52.47,7.08,0.27
26.04,14.57,53.02,6.32,0.05
26.94,12.15,54.38,6.31,0.22
26.92,12.99,53.13,6.54,0.42
27.66,12.49,53.03,6.57,0.25
26.64,13.06,52.8,7.22,0.28
27.34,12.8,52.65,6.94,0.27
27.19,12.64,52.83,6.86,0.48
27.25,12.81,52.85,6.81,0.28
27.08,13.21,52.61,6.92,0.18
28.46,12.01,52.87,6.52,0.14
27.17,12.9,52.79,6.93,0.22
27.93,12.11,52.99,6.71,0.26
27.03,12.91,52.74,6.99,0.33
27.42,12.95,52.42,6.89,0.31
26.71,13.05,53.39,6.63,0.23
26.98,12.95,52.64,7.14,0.29
27.41,12.77,52.64,6.99,0.19
26.68,13.51,52.48,7.21,0.12
26.87,12.35,53.62,6.91,0.24
26.35,12.79,53.97,6.72,0.16
26.65,12.7,53.51,6.68,0.45
27.54,12.36,53.1,6.8,0.2
26.64,12.98,53.25,6.77,0.36
26.67,12.45,54.11,6.67,0.1
26.9,13.1,52.64,7.13,0.23
27.09,12.79,52.97,6.82,0.32
28.57,11.34,53.65,6.36,0.07
27.27,12.12,54.34,6.1,0.17
27.04,12.95,52.8,6.98,0.23
27.33,12.85,52.63,6.9,0.29
26.67,13.05,52.65,7.36,0.27
26.53,13.46,52.75,7.03,0.22
26.86,13.27,52.52,7.04,0.3
27.6,12.1,53.48,6.58,0.24
27.02,13.59,52.56,6.63,0.2
27.13,11.65,54.74,6.08,0.39
27.64,12.67,52.59,6.77,0.34
26.8,12.63,53.04,7.44,0.09
26.81,12.76,52.87,7.21,0.35
27.25,13.16,52.51,6.87,0.21
27.02,12.99,53.09,6.73,0.16
26.79,12.42,53.44,7.07,0.28
27.33,12.62,52.92,6.9,0.23
27.28,13.11,52.45,7.02,0.14
27.25,12.05,53.61,6.9,0.19
26.85,12.95,52.93,7.06,0.21
26.79,13.25,52.74,7.03,0.19
27.16,12.38,53.22,6.87,0.36
28.09,12.7,52.11,6.88,0.22
27.14,12.9,52.89,6.88,0.19
27.57,12.27,53.2,6.65,0.31
27.51,12.47,53.29,6.52,0.21
27.41,12.95,52.49,6.86,0.28
27.32,12.34,53.15,7.03,0.16
27.06,13.19,52.66,6.78,0.31
26.67,13.44,52.59,7.16,0.13
27.81,12.51,52.88,6.46,0.34
27.33,12.83,52.81,6.8,0.22
27.08,12.41,53.13,7.09,0.3
28.01,12.09,52.99,6.7,0.2
27.46,12.41,53.11,6.74,0.28
27.32,12.62,52.69,6.96,0.41
28.02,12.56,52.75,6.57,0.09
27.04,12.01,54.16,6.3,0.49
28.67,12.04,52.36,6.64,0.29
26.83,12.99,53.02,7.03,0.13
25.95,13.84,52.62,7.37,0.22
26.55,13.29,51.91,8.15,0.11
26.94,12.46,53.35,6.88,0.37
27.07,12.4,53.45,6.81,0.27
27.84,12.39,53.13,6.49,0.16
27.49,12.7,52.99,6.55,0.27
27.35,12.53,52.84,7.02,0.26
26.43,12.85,53.05,7.4,0.27
27.21,12.78,52.55,7.2,0.26
26.61,13.05,52.94,7.26,0.14
27.37,12.59,53.07,6.69,0.29
26.4,13.71,52.51,7.16,0.22
26.31,13.01,54.12,6.37,0.19
26.99,12.82,53.15,6.83,0.21
27.96,12.06,53.55,6.21,0.24
29.22,11.76,52.65,6.17,0.19
26.93,12.33,53.08,7.39,0.28
27.87,12.42,53.04,6.36,0.32
27.72,13.04,52.37,6.66,0.21
27.22,12.55,53.01,6.88,0.33
27.2,12.6,53.01,6.87,0.32
27.02,12.69,53.42,6.48,0.38
27.44,11.77,53.57,7.11,0.11
27.18,12.73,52.99,6.94,0.17
26.43,13.55,52.18,7.27,0.56
27.69,11.81,54.24,6.08,0.18
27.02,12.98,52.86,6.7,0.44
26.72,12.69,52.94,7.22,0.42
27.18,12.35,53.07,7.11,0.3
27.17,12.33,53.47,6.69,0.34
27.04,12.59,53.17,6.94,0.26
27.56,13.02,52.64,6.29,0.49
27.51,12.68,52.93,6.68,0.2
26.51,13.47,52.63,7.24,0.15
27.28,12.6,52.9,6.97,0.24
26.81,12.21,54.28,6.37,0.33
26.82,13.1,53.14,6.73,0.21
27.15,12.73,52.77,7.07,0.28
27.29,12.93,52.42,7.1,0.27
27.05,12.78,52.6,7.28,0.29
26.67,13.11,53.17,6.76,0.29
26.34,13.32,53.1,7.06,0.19
27.56,12.05,54.09,6.15,0.16
26.75,13.21,52.14,7.31,0.59
26.71,12.53,53.41,6.97,0.38
27.76,12.52,52.83,6.55,0.35
26.8,11.97,54.45,6.48,0.3
27.33,13.13,52.28,6.95,0.31
27.49,12.23,53.15,6.88,0.24
26.85,13.24,52.3,7.33,0.28
27.19,12.62,53.36,6.55,0.29
26.96,12.61,52.99,7.25,0.2
27.15,12.49,53.3,6.69,0.37
28.56,12.51,51.88,6.9,0.16
26.88,12.38,52.89,7.54,0.33
27.83,12.1,53.3,6.52,0.26
26.96,12.25,54.13,6.55,0.12
27.03,13.01,52.78,6.93,0.25
27.56,12.4,52.8,6.86,0.39
27.49,12.84,52.7,6.74,0.23
26.69,12.91,53.22,6.89,0.29
26.87,13.4,52.14,7.4,0.19
26.42,13.59,52.79,7.09,0.11
27.83,13.26,51.95,6.79,0.17
26.47,13.26,53.45,6.36,0.46
27.46,12.58,53.17,6.54,0.26
27.4,12.87,52.76,6.79,0.19
27.24,13.03,52.6,6.8,0.32
26.46,13.59,52.4,7.38,0.17
27.11,12.45,53.37,6.76,0.31
26.59,13.97,52.45,6.89,0.09
27.08,12.49,53.47,6.57,0.39
27.13,12.53,53.33,6.76,0.25
27.11,12.76,52.89,6.97,0.27
26.43,14.82,52.26,6.41,0.08
26.06,12.95,53.93,6.85,0.21
26.82,12.85,53.16,6.98,0.2
27.31,11.84,54.45,6.3,0.1
27.06,13.03,52.75,6.89,0.27
28.4,11.71,52.78,6.95,0.16
26.81,13.01,52.81,7.05,0.32
26.93,12.96,52.61,7.28,0.21
26.8,13.14,52.54,7.33,0.19
27.95,11.66,53.43,6.74,0.21
27.2,12.32,53.39,6.74,0.34
27.61,12.13,53.16,6.79,0.3
26.44,11.88,55.01,6.29,0.39
26.86,12.8,53.11,7.02,0.21
27.05,12.88,52.93,6.93,0.2
27.75,12.54,52.81,6.59,0.31
28.1,12.05,52.49,7.08,0.28
26.58,13.27,52.67,7.26,0.23
27.34,12.71,52.97,6.57,0.4
27.7,12.19,53.25,6.6,0.26
26.74,12.48,54.19,6.34,0.25
27.55,12.28,52.81,7.16,0.2
27.27,12.71,53.07,6.69,0.25
27.14,12.39,54.12,6.14,0.2
